Title,Color,Genre,Language,Country,Rating,Lead Actor,DirectorName,LeadActorFBLikes,CastFBLikes,DirectorFBLikes,MovieFBLikes,IMDbScore,TotalReviews,Duration,GrossRevenue,Budget,NetProfit,ReleaseYear,ReleaseMonth
Chocolate: Deep Dark Secrets,Color,Thriller,Hindi,India,Not Rated,Emraan Hashmi,Vivek Agnihotri,724,2024,5,31,4.8,4,160,49000,1500000,-1451000,2005,3
Cinderella Man,Color,Biography,English,USA,PG-13,Paddy Considine,Ron Howard,680,2523,2000,0,8.0,201,144,61644321,88000000,-26355679,2005,10
Coach Carter,Color,Drama,English,USA,PG-13,Channing Tatum,Thomas Carter,17000,20299,49,0,7.2,127,136,67253092,30000000,37253092,2005,3
Conversations with Other Women,Color,Comedy,English,UK,R,Olivia Wilde,Hans Canosa,10000,12496,3,0,7.1,365,84,379122,450000,-70878,2005,6
Corpse Bride,Color,Animation,English,USA,PG,Johnny Depp,Tim Burton,40000,60683,13000,0,7.4,267,77,53337608,40000000,13337608,2005,11
Cry_Wolf,Color,Drama,English,USA,PG-13,Julian Morris,Jeff Wadlow,1000,3155,65,816,5.9,137,90,10042266,1000000,9042266,2005,7
Cursed,Color,Comedy,English,USA,PG-13,Shannon Elizabeth,Wes Craven,1000,2535,0,0,5.0,158,99,19294901,35000000,-15705099,2005,4
Dark Water,Color,Drama,English,USA,PG-13,Dougray Scott,Walter Salles,794,1467,179,0,5.6,196,103,25472967,30000000,-4527033,2005,8
Dave Chappelle's Block Party,Color,Comedy,English,USA,R,Common,Michel Gondry,989,2165,1000,635,7.2,114,100,11694528,3000000,8694528,2005,2
Derailed,Color,Drama,English,USA,R,Denis O'Hare,Mikael Håfström,896,2019,101,0,6.6,116,112,36020063,22000000,14020063,2005,7
Deuce Bigalow: European Gigolo,Color,Comedy,English,USA,R,Carlos Ponce,Mike Bigelow,591,1729,2,887,4.6,98,83,22264487,22000000,264487,2005,10
Diary of a Mad Black Woman,Color,Comedy,English,USA,PG-13,Cicely Tyson,Darren Grant,907,2723,0,0,5.6,62,116,50382128,5500000,44882128,2005,10
Domino,Color,Action,English,France,R,Ian Ziering,Tony Scott,984,5702,12000,0,6.0,186,127,10137232,50000000,-39862768,2005,7
Doom,Color,Action,English,UK,R,Dwayne Johnson,Andrzej Bartkowiak,12000,13517,43,0,5.2,237,113,28031250,60000000,-31968750,2005,7
Down in the Valley,Color,Drama,English,USA,R,Hunter Parrish,David Jacobson,2000,3921,12,412,6.5,74,108,568695,8000000,-7431305,2005,11
Dreamer: Inspired by a True Story,Color,Drama,English,USA,PG,Ken Howard,John Gatins,649,1400,61,0,6.9,75,98,32701088,32000000,701088,2005,7
Duma,Color,Adventure,English,USA,PG,Eamonn Walker,Carroll Ballard,706,1579,19,0,7.3,38,100,860002,12000000,-11139998,2005,2
Edmond,Color,Drama,English,USA,R,Joe Mantegna,Stuart Gordon,1000,5761,216,661,6.3,79,82,131617,10000000,-9868383,2005,10
Elektra,Color,Action,English,Canada,PG-13,Jennifer Garner,Rob Bowman,3000,7048,38,0,4.8,196,100,24407944,43000000,-18592056,2005,12
Elizabethtown,Color,Comedy,English,USA,PG-13,Orlando Bloom,Cameron Crowe,5000,12700,488,0,6.4,190,123,26838389,57000000,-30161611,2005,2
End of the Spear,Color,Adventure,English,USA,PG-13,Chase Ellison,Jim Hanon,772,1058,2,1000,7.0,47,108,11703287,10000000,1703287,2005,2
Fateless,Color,Drama,Hungarian,Hungary,R,Marcell Nagy,Lajos Koltai,9,11,45,607,7.1,73,134,195888,2500000000,-2499804112,2005,7
Fever Pitch,Color,Comedy,English,USA,PG-13,Jimmy Fallon,Bobby Farrelly,787,1827,101,0,6.2,124,104,42071069,30000000,12071069,2005,7
Flightplan,Color,Drama,English,USA,PG-13,Erika Christensen,Robert Schwentke,931,2287,124,0,6.2,231,98,89706988,55000000,34706988,2005,6
Four Brothers,Color,Action,English,USA,R,Josh Charles,John Singleton,1000,2740,309,0,6.9,123,109,74484168,45000000,29484168,2005,6
Fun with Dick and Jane,Color,Comedy,English,USA,PG-13,John Michael Higgins,Dean Parisot,957,1997,23,2000,6.1,135,90,110332737,100000000,10332737,2005,11
Get Rich or Die Tryin',Color,Biography,English,USA,R,50 Cent,Jim Sheridan,1000,3969,260,0,5.0,98,117,30981850,40000000,-9018150,2005,9
Goal! The Dream Begins,Color,Drama,English,USA,PG-13,Sean Pertwee,Danny Cannon,722,2859,41,0,6.8,90,118,4280577,10000000,-5719423,2005,6
"Good Night, and Good Luck.",Black and White,Biography,English,USA,PG,Robert Downey Jr.,George Clooney,21000,22745,0,0,7.5,351,93,31501218,7500000,24001218,2005,11
Guess Who,Color,Comedy,English,USA,PG-13,Bernie Mac,Kevin Rodney Sullivan,1000,2689,8,919,5.9,104,105,67962333,35000000,32962333,2005,1
Hard Candy,Color,Crime,English,USA,R,Odessa Rae,David Slade,109,117,171,12000,7.1,231,104,1007962,950000,57962,2005,7
Harry Potter and the Goblet of Fire,Color,Adventure,English,UK,PG-13,Robert Pattinson,Mike Newell,21000,53413,179,0,7.6,295,157,289994397,150000000,139994397,2005,2
Harsh Times,Color,Action,English,USA,R,J.K. Simmons,David Ayer,24000,50313,453,0,7.0,118,116,3335839,2000000,1335839,2005,8
Herbie Fully Loaded,Color,Adventure,English,USA,G,Scoot McNairy,Angela Robinson,660,2177,23,1000,4.7,117,101,66002004,50000000,16002004,2005,6
Hide and Seek,Color,Drama,English,USA,R,Robert De Niro,John Polson,22000,23328,21,0,5.9,180,101,51097664,30000000,21097664,2005,4
Hitch,Color,Comedy,English,USA,PG-13,Will Smith,Andy Tennant,10000,13426,72,0,6.6,171,118,177575142,70000000,107575142,2005,9
Hoodwinked!,Color,Action,English,USA,PG,Anne Hathaway,Cory Edwards,11000,14385,19,0,6.5,142,80,51053787,17500000,33553787,2005,11
Hostage,Color,Action,English,USA,R,Jimmy Bennett,Florent-Emilio Siri,87000,103354,17,0,6.6,152,113,34636443,52000000,-17363557,2005,11
Hostel,Color,Horror,English,USA,R,Jay Hernandez,Eli Roth,1000,2990,0,0,5.9,303,93,47277326,4800000,42477326,2005,9
House of Wax,Color,Horror,English,Australia,R,Robert Ri'chard,Jaume Collet-Serra,730,2178,174,0,5.3,228,108,32048809,30000000,2048809,2005,1
Hustle & Flow,Color,Crime,English,USA,R,Isaac Hayes,Craig Brewer,275,727,153,0,7.4,159,116,22201636,8000000,14201636,2005,12
Imagine Me & You,Color,Comedy,English,UK,R,Celia Imrie,Ol Parker,186,619,21,0,6.9,85,90,671240,7900000,-7228760,2005,2
Inside Deep Throat,Black and White,Biography,English,USA,NC-17,Hugh M. Hefner,Fenton Bailey,373,1136,13,592,6.8,123,89,653621,2000000,-1346379,2005,9
Into the Blue,Color,Action,English,USA,PG-13,Paul Walker,John Stockwell,23000,25049,134,0,5.8,120,110,18472363,50000000,-31527637,2005,1
Jarhead,Color,Action,English,Germany,R,Jake Gyllenhaal,Sam Mendes,15000,15850,0,0,7.1,262,125,62647540,70000000,-7352460,2005,10
Joyeux Noel,Color,Drama,French,France,PG-13,Gary Lewis,Christian Carion,203,773,13,11000,7.8,115,116,1050445,22000000,-20949555,2005,10
Just Like Heaven,Color,Comedy,English,USA,PG-13,Jon Heder,Mark Waters,970,2876,70,0,6.7,142,95,48291624,58000000,-9708376,2005,12
Kicking & Screaming,Color,Comedy,English,USA,PG,Josh Hutcherson,Jesse Dylan,14000,27351,58,743,5.6,94,95,52580895,45000000,7580895,2005,4
King Kong,Color,Action,English,New Zealand,PG-13,Naomi Watts,Peter Jackson,6000,7123,0,0,7.2,446,201,218051260,207000000,11051260,2005,7
Kingdom of Heaven,Color,Action,English,USA,R,Liam Neeson,Ridley Scott,14000,19600,0,0,7.2,239,194,47396698,130000000,-82603302,2005,8
King's Ransom,Color,Comedy,English,USA,PG-13,Donald Faison,Jeffrey W. Byrd,927,4990,2,83,4.1,23,95,4006906,15000000,-10993094,2005,5
Kiss Kiss Bang Bang,Color,Comedy,English,USA,R,Robert Downey Jr.,Shane Black,21000,23932,1000,0,7.6,223,103,4235837,15000000,-10764163,2005,11
Lady Vengeance,Color,Crime,Korean,South Korea,R,Min-sik Choi,Chan-wook Park,717,907,0,4000,7.7,202,112,211667,4200000000,-4199788333,2005,7
Land of the Dead,Black and White,Horror,English,Canada,R,Tony Nappo,George A. Romero,654,1876,0,0,6.2,252,97,20433940,15000000,5433940,2005,11
London,Color,Drama,English,UK,R,Jason Statham,Hunter Richards,26000,39518,11,0,6.6,34,92,12667,14000,-1333,2005,10
Lonesome Jim,Color,Comedy,English,USA,R,Kevin Corrigan,Steve Buscemi,778,1440,12000,238,6.6,81,91,154077,500000,-345923,2005,2
Lord of War,Color,Crime,English,USA,R,Nicolas Cage,Andrew Niccol,12000,12076,487,10000,7.6,168,122,24127895,50000000,-25872105,2005,11
Lords of Dogtown,Color,Biography,English,USA,PG-13,Heath Ledger,Catherine Hardwicke,13000,16651,308,5000,7.1,119,107,11008432,25000000,-13991568,2005,10
Madagascar,Color,Adventure,English,USA,PG,Jada Pinkett Smith,Eric Darnell,851,1777,35,0,6.9,181,86,193136719,75000000,118136719,2005,3
Man of the House,Color,Action,English,USA,PG-13,Christina Milian,Stephen Herek,1000,6171,65,779,5.4,59,100,19118247,40000000,-20881753,2005,6
Manderlay,Color,Drama,English,Denmark,Not Rated,Bryce Dallas Howard,Lars von Trier,3000,4211,3000,1000,7.4,140,139,74205,14200000,-14125795,2005,4
March of the Penguins,Color,Documentary,French,France,G,Morgan Freeman,Luc Jacquet,11000,11218,10,0,7.6,169,80,77413017,8000000,69413017,2005,3
Match Point,Color,Drama,English,UK,R,Scarlett Johansson,Woody Allen,19000,20391,11000,0,7.7,278,119,23089926,15000000,8089926,2005,5
Me and You and Everyone We Know,Color,Comedy,English,USA,R,Najarra Townsend,Miranda July,538,1349,244,0,7.4,151,91,3885134,2000000,1885134,2005,11
Memoirs of a Geisha,Color,Drama,English,USA,PG-13,Li Gong,Rob Marshall,879,2380,252,0,7.3,229,145,57010853,85000000,-27989147,2005,5
Mirrormask,Color,Adventure,English,UK,PG,Stephanie Leonidas,Dave McKean,420,1215,21,0,6.9,116,101,864959,4000000,-3135041,2005,6
Miss Congeniality 2: Armed and Fabulous,Color,Action,English,USA,PG-13,Eileen Brennan,John Pasquin,1000,4305,11,621,5.0,111,115,48472213,45000000,3472213,2005,4
Monster-in-Law,Color,Comedy,English,Germany,PG-13,Adam Scott,Robert Luketic,3000,6292,126,0,5.5,132,101,82931301,60000000,22931301,2005,6
Mr. & Mrs. Smith,Color,Action,English,USA,PG-13,Brad Pitt,Doug Liman,11000,22722,218,0,6.5,233,126,186336103,120000000,66336103,2005,8
Mrs Henderson Presents,Color,Comedy,English,UK,R,Bob Hoskins,Stephen Frears,5000,5637,350,0,7.1,137,103,11034436,20000000,-8965564,2005,10
Munich,Color,Drama,English,France,R,Ayelet Zurer,Steven Spielberg,745,2529,14000,0,7.6,298,163,47379090,70000000,-22620910,2005,1
Murderball,Color,Documentary,English,USA,R,Mark Zupan,Henry Alex Rubin,15,15,30,0,7.8,110,88,1523883,1750211,-226328,2005,7
Must Love Dogs,Color,Comedy,English,USA,PG-13,Stockard Channing,Gary David Goldberg,944,4879,30,0,5.9,120,98,43894863,30000000,13894863,2005,8
Nanny McPhee,Color,Comedy,English,USA,PG,Colin Firth,Kirk Jones,14000,17278,52,0,6.6,128,97,47124400,25000000,22124400,2005,5
Neal 'N' Nikki,Color,Comedy,English,India,Not Rated,Abhishek Bachchan,Arjun Sablok,374,602,0,66,3.3,5,97,100358,1500000,-1399642,2005,11
Nomad: The Warrior,Color,Drama,Kazakh,France,R,Jay Hernandez,Sergey Bodrov,1000,2115,44,265,6.0,30,112,77231,25000000,-24922769,2005,9
North Country,Color,Drama,English,USA,R,Jeremy Renner,Niki Caro,10000,20563,51,0,7.3,155,126,18324242,35000000,-16675758,2005,8
Oliver Twist,Color,Crime,English,UK,PG-13,Ian McNeice,Roman Polanski,268,450,2000,0,6.9,127,130,1987287,50000000,-48012713,2005,11
Pooh's Heffalump Movie,Color,Animation,English,USA,G,Kath Soucie,Frank Nissen,304,861,0,264,6.4,45,68,18081626,20000000,-1918374,2005,8
Pride & Prejudice,Color,Drama,English,France,PG,Talulah Riley,Joe Wright,422,1083,456,17000,7.8,177,135,38372662,28000000,10372662,2005,4
Red Eye,Color,Mystery,English,USA,PG-13,Robert Pine,Wes Craven,332,1090,0,0,6.5,224,85,57859105,26000000,31859105,2005,8
Rent,Color,Drama,English,USA,PG-13,Rosario Dawson,Chris Columbus,3000,5917,0,3000,7.0,146,135,29077547,40000000,-10922453,2005,9
Robots,Color,Adventure,English,USA,PG,Jim Broadbent,Chris Wedge,1000,1804,77,0,6.3,163,91,128200012,75000000,53200012,2005,6
Sahara,Color,Action,English,UK,PG-13,Matthew McConaughey,Breck Eisner,11000,13073,42,0,6.0,163,124,68642452,130000000,-61357548,2005,11
Saw II,Color,Horror,English,USA,R,Emmanuelle Vaugier,Darren Lynn Bousman,1000,4134,163,0,6.6,250,95,87025093,4000000,83025093,2005,11
Serenity,Color,Action,English,USA,PG-13,Adam Baldwin,Joss Whedon,2000,2853,0,14000,8.0,276,119,25335935,40000000,-14664065,2005,4
Sin City,Black and White,Crime,English,USA,R,Rosario Dawson,Frank Miller,3000,3924,436,13000,8.1,374,147,74098862,40000000,34098862,2005,8
Sky High,Color,Adventure,English,USA,PG,Michael Angarano,Mike Mitchell,947,2968,31,0,6.2,127,100,63939454,35000000,28939454,2005,1
Slow Burn,Color,Drama,English,USA,R,Mekhi Phifer,Wayne Beach,1000,4329,7,191,5.9,40,93,1181197,15500000,-14318803,2005,1
Son of the Mask,Color,Comedy,English,USA,PG,Jamie Kennedy,Lawrence Guterman,490,1195,6,881,2.2,78,94,17010646,84000000,-66989354,2005,1
Star Wars: Episode III - Revenge of the Sith,Color,Action,English,USA,PG-13,Natalie Portman,George Lucas,20000,44042,0,10000,7.6,359,140,380262555,113000000,267262555,2005,2
Stealth,Color,Action,English,USA,PG-13,Sam Shepard,Rob Cohen,820,2705,357,0,5.0,145,121,31704416,135000000,-103295584,2005,3
Syriana,Color,Drama,English,USA,R,Matt Damon,Stephen Gaghan,13000,14747,79,0,7.0,358,128,50815288,50000000,815288,2005,9
Thank You for Smoking,Color,Comedy,English,USA,R,J.K. Simmons,Jason Reitman,24000,25092,655,0,7.6,239,92,24792061,6500000,18292061,2005,2
The 40-Year-Old Virgin,Color,Comedy,English,USA,R,Steve Carell,Judd Apatow,7000,8341,0,0,7.1,217,133,109243478,26000000,83243478,2005,11
The Adventures of Sharkboy and Lavagirl 3-D,Color,Action,English,USA,PG,Taylor Lautner,Robert Rodriguez,12000,14899,0,0,3.5,66,93,39177541,50000000,-10822459,2005,7
The Amityville Horror,Color,Drama,English,USA,R,Jimmy Bennett,Andrew Douglas,87000,120797,15,0,6.0,220,90,64255243,19000000,45255243,2005,8
The Ballad of Jack and Rose,Color,Drama,English,USA,R,Beau Bridges,Rebecca Miller,552,859,58,608,6.7,75,112,712294,1500000,-787706,2005,10
The Brothers Grimm,Color,Action,English,USA,PG-13,Matt Damon,Terry Gilliam,13000,27114,0,0,5.9,233,118,37899638,88000000,-50100362,2005,3
The Cave,Color,Adventure,English,USA,PG-13,Eddie Cibrian,Bruce Hunt,849,2178,2,0,5.1,140,93,14888028,30000000,-15111972,2005,9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Color,Adventure,English,USA,PG,Jim Broadbent,Andrew Adamson,1000,1317,80,0,6.9,284,150,291709845,180000000,111709845,2005,1
The Chumscrubber,Color,Comedy,English,USA,R,Rory Culkin,Arie Posin,710,2119,3,1000,7.0,74,108,49526,6800000,-6750474,2005,7
The Constant Gardener,Color,Drama,English,UK,R,Archie Panjabi,Fernando Meirelles,883,1565,353,0,7.5,226,129,33565375,15000000,18565375,2005,8
The Curse of the Were-Rabbit,Color,Animation,English,UK,G,Mark Gatiss,Steve Box,567,1145,9,0,7.5,209,85,56068547,30000000,26068547,2005,5
The Descent,Color,Adventure,English,UK,R,MyAnna Buring,Neil Marshall,513,1379,197,10000,7.2,342,100,26005908,3500000,22505908,2005,9
The Devil's Rejects,Color,Crime,English,USA,R,Sid Haig,Rob Zombie,1000,3544,0,0,6.9,261,109,16901126,7000000,9901126,2005,3
The Dukes of Hazzard,Color,Action,English,USA,PG-13,Alice Greczyn,Jay Chandrasekhar,631,2297,422,0,5.1,144,107,80270227,50000000,30270227,2005,1
The Exorcism of Emily Rose,Color,Drama,English,USA,PG-13,Tom Wilkinson,Scott Derrickson,1000,2759,301,0,6.7,233,122,75072454,20000000,55072454,2005,7
The Family Stone,Color,Comedy,English,USA,PG-13,Craig T. Nelson,Thomas Bezucha,723,1615,15,0,6.3,142,103,6061759,17000000,-10938241,2005,10
The Game of Their Lives,Color,Drama,English,USA,PG,Gerard Butler,David Anspaugh,18000,20354,25,445,6.2,21,101,375474,20000000,-19624526,2005,4
The Great Raid,Black and White,Action,Filipino,USA,R,James Franco,John Dahl,11000,12133,131,0,6.7,81,132,10166502,80000000,-69833498,2005,9
The Hitchhiker's Guide to the Galaxy,Color,Adventure,English,USA,PG,Zooey Deschanel,Garth Jennings,11000,14073,37,10000,6.8,276,109,51019112,50000000,1019112,2005,4
The Interpreter,Color,Crime,Aboriginal,UK,PG-13,Curtiss Cook,Sydney Pollack,591,2100,521,0,6.4,227,128,72515360,80000000,-7484640,2005,11
The Island,Color,Action,English,USA,PG-13,Scarlett Johansson,Michael Bay,19000,34839,0,0,6.9,257,136,35799026,126000000,-90200974,2005,1
The Jacket,Color,Drama,English,USA,R,Jennifer Jason Leigh,John Maybury,1000,5085,11,0,7.1,161,94,6301131,29000000,-22698869,2005,10
The Legend of Zorro,Color,Action,Spanish,USA,PG,Michael Emerson,Martin Campbell,2000,2864,258,951,5.9,137,129,45356386,75000000,-29643614,2005,10
The Longest Yard,Color,Comedy,English,USA,PG-13,Adam Sandler,Peter Segal,11000,13693,88,0,6.4,134,113,158115031,82000000,76115031,2005,8
The Lost City,Color,Drama,English,USA,R,Danny Pino,Andy Garcia,786,1674,0,957,6.7,52,144,2483955,9600000,-7116045,2005,3
The Man,Color,Action,English,Germany,PG-13,Miguel Ferrer,Les Mayfield,688,1019,10,676,5.5,72,83,8326035,33000000,-24673965,2005,7
The Matador,Color,Comedy,English,USA,R,Adam Scott,Richard Shepard,3000,4053,47,808,6.8,191,96,12570442,10000000,2570442,2005,5
The New World,Color,Biography,English,USA,PG-13,Christian Bale,Terrence Malick,23000,27829,0,0,6.7,222,150,12712093,30000000,-17287907,2005,7
The Pacifier,Color,Action,English,Canada,PG,Vin Diesel,Adam Shankman,14000,16884,163,0,5.5,125,95,113006880,56000000,57006880,2005,9
The Perfect Man,Color,Comedy,English,USA,PG,Ben Feldman,Mark Rosman,1000,4789,15,767,5.5,65,100,16247775,25000000,-8752225,2005,1
The Producers,Color,Comedy,English,USA,PG-13,Jon Lovitz,Susan Stroman,11000,24351,38,0,6.4,168,134,19377727,45000000,-25622273,2005,2
The Promise,Color,Action,Mandarin,China,PG-13,Dong-gun Jang,Kaige Chen,489,949,45,445,5.6,90,103,668171,60000000,-59331829,2005,7
The Proposition,Color,Crime,English,Australia,R,Ray Winstone,John Hillcoat,1000,2129,214,0,7.4,168,104,1900725,2000000,-99275,2005,7
The Protector,Color,Action,Thai,Thailand,R,Jon Foo,Prachya Pinkaew,778,2205,64,0,7.1,112,111,11905519,200000000,-188094481,2005,12
The Puffy Chair,Color,Comedy,English,USA,R,Mark Duplass,Jay Duplass,830,1064,157,297,6.6,51,85,192467,15000,177467,2005,10
The Quiet,Color,Drama,English,USA,R,Katy Mixon,Jamie Babbit,982,3299,91,698,6.4,65,91,381186,900000,-518814,2005,5
The Salon,Color,Comedy,English,USA,PG-13,Vivica A. Fox,Mark Brown,890,3138,7,68,4.3,14,90,92362,1500000,-1407638,2005,10
The Sisterhood of the Traveling Pants,Color,Comedy,English,USA,PG,Mike Vogel,Ken Kwapis,2000,6862,42,0,6.6,88,119,39008741,25000000,14008741,2005,4
The Skeleton Key,Black and White,Horror,English,USA,PG-13,Gena Rowlands,Iain Softley,545,1274,34,0,6.5,193,104,47806295,43000000,4806295,2005,1
The Squid and the Whale,Color,Comedy,English,USA,R,William Baldwin,Noah Baumbach,436,479,387,0,7.4,110,88,7362100,1500000,5862100,2005,4
The Upside of Anger,Color,Comedy,English,USA,R,Alicia Witt,Mike Binder,975,2944,57,549,6.9,125,118,18761993,9000000,9761993,2005,8
The Weather Man,Color,Comedy,English,USA,R,Nicolas Cage,Gore Verbinski,12000,13156,563,0,6.6,156,102,12469811,22000000,-9530189,2005,2
The Wedding Date,Color,Comedy,English,USA,PG-13,Jack Davenport,Clare Kilner,1000,2666,6,0,6.1,103,90,31585300,15000000,16585300,2005,6
The Wendell Baker Story,Color,Comedy,English,USA,PG-13,Will Ferrell,Andrew Wilson,8000,9608,387,143,5.5,32,99,127144,8000000,-7872856,2005,9
The White Countess,Color,Drama,English,UK,PG-13,Vanessa Redgrave,James Ivory,898,2096,133,356,6.7,64,135,1666262,16000000,-14333738,2005,6
The Work and the Glory II: American Zion,Color,Drama,English,USA,PG-13,Emily Podleski,Sterling Van Wagenen,1000,1942,0,19,6.6,4,100,2024854,6500000,-4475146,2005,3
The World's Fastest Indian,Color,Biography,English,New Zealand,PG-13,Anthony Hopkins,Roger Donaldson,12000,12574,79,11000,7.9,126,127,5128124,25000000,-19871876,2005,4
Three Burials,Color,Adventure,English,France,R,Levon Helm,Tommy Lee Jones,572,1627,0,0,7.5,172,107,5023275,15000000,-9976725,2005,12
Thumbsucker,Color,Comedy,English,USA,R,Kelli Garner,Mike Mills,730,1208,101,708,6.6,114,96,1325073,4000000,-2674927,2005,11
Transamerica,Color,Adventure,English,USA,R,Kevin Zegers,Duncan Tucker,2000,3192,2,0,7.4,169,103,9013113,1000000,8013113,2005,7
Transporter 2,Color,Action,English,France,PG-13,Jason Statham,Louis Leterrier,26000,29050,255,0,6.3,163,87,43095600,32000000,11095600,2005,7
Tristram Shandy: A Cock and Bull Story,Color,Comedy,English,UK,R,Steve Coogan,Michael Winterbottom,1000,3690,187,750,6.8,122,94,1247453,2800000,-1552547,2005,8
Trust the Man,Color,Comedy,English,USA,R,Billy Crudup,Bart Freundlich,745,1721,38,215,5.7,100,103,1530535,9000000,-7469465,2005,7
Tsotsi,Color,Crime,Zulu,UK,R,Terry Pheto,Gavin Hood,113,278,151,0,7.3,152,94,2912363,3000000,-87637,2005,12
Underclassman,Color,Action,English,USA,PG-13,Cheech Marin,Marcos Siega,843,2165,32,206,4.1,31,95,5654777,25000000,-19345223,2005,9
Undiscovered,Color,Comedy,English,Germany,PG-13,Fisher Stevens,Meiert Avis,922,1835,0,128,4.2,41,97,1046166,9000000,-7953834,2005,2
Unleashed,Color,Action,English,France,R,Morgan Freeman,Louis Leterrier,11000,22383,255,0,7.0,177,103,24520892,45000000,-20479108,2005,12
V for Vendetta,Color,Action,English,USA,R,Natalie Portman,James McTeigue,20000,22417,160,48000,8.2,525,132,70496802,54000000,16496802,2005,11
